relative path,source url,rights holders
image_blur_motion_blur_0001/0001.jpg,https://www.zcool.com.cn/work/ZNjI3NzE2NDg=.html,摄影师亦木
image_blur_motion_blur_0002/0001.jpg,https://www.zcool.com.cn/work/ZNjkwOTYyNTY=.html,六相和光
image_retouching_landscape_photo_retouching_0001/0001.jpg,https://www.zcool.com.cn/work/ZMTgxNTIyNA==.html,治柱讲Ai
image_retouching_landscape_photo_retouching_0002/0001.jpg,https://www.zcool.com.cn/work/ZMjUzNTgzMTI=.html,Nancy的懒猫儿
image_retouching_portrait_photo_retouching_0001/0001.jpg,https://www.zcool.com.cn/work/ZNDcxOTE4ODQ=.html,图心
image_retouching_portrait_photo_retouching_0002/0001.jpg,https://www.zcool.com.cn/work/ZNjkwNjM0NDA=.html,修图师阿坤X
lighting_editing_0001/0001.jpg,https://www.zcool.com.cn/work/ZNjU2NjE4OTY=.html,七维有
lighting_editing_0002/0001.jpg,https://www.zcool.com.cn/work/ZNjU2NjE5OTY=.html,七维有
lighting_effect_simulation_0001/0001.jpg,https://www.zcool.com.cn/work/ZNjc3NDcxMTY=.html,ISS臆想流_y
lighting_effect_simulation_0002/0001.jpg,https://www.zcool.com.cn/work/ZNjc0MTY2OTI=.html,筋斗云图像
movie_shots_generation_character_definition_0001/0001.jpg,https://www.zcool.com.cn/work/ZMzI2NTU2ODQ=.html,泛泛Moy
movie_shots_generation_character_definition_0001/0002.jpg,https://www.zcool.com.cn/work/ZMzI2NTU3ODQ=.html,泛泛Moy
movie_shots_generation_character_definition_0001/0003.jpg,https://www.zcool.com.cn/work/ZMzI2NTU4ODQ=.html,泛泛Moy
movie_shots_generation_character_definition_0001/0004.jpg,https://www.zcool.com.cn/work/ZMzI2NTU5ODQ=.html,泛泛Moy
movie_shots_generation_character_definition_0001/0005.jpg,https://www.zcool.com.cn/work/ZMzI2NTU6ODQ=.html,泛泛Moy
movie_shots_generation_character_definition_0002/0001.jpg,https://www.zcool.com.cn/work/ZMjUxOTk4MzY=.html,mole同学
movie_shots_generation_character_definition_0002/0002.jpg,https://www.zcool.com.cn/work/ZMjUxOTk5MzY=.html,mole同学
movie_shots_generation_character_definition_0002/0003.jpg,https://www.zcool.com.cn/work/ZMjUxOTk6MzY=.html,mole同学
movie_shots_generation_character_definition_0002/0004.jpg,https://www.zcool.com.cn/work/ZMjUxOTk7MzY=.html,mole同学
movie_shots_generation_character_definition_0002/0005.jpg,https://www.zcool.com.cn/work/ZMjUxOTk8MzY=.html,mole同学
movie_shots_generation_scene_definition_0001/0001.jpg,https://www.zcool.com.cn/work/ZMzU5OTY2OTI=.html,龚天圆ElenaGong
movie_shots_generation_scene_definition_0001/0002.jpg,https://www.zcool.com.cn/work/ZMzU5OTY3OTI=.html,龚天圆ElenaGong
movie_shots_generation_scene_definition_0001/0003.jpg,https://www.zcool.com.cn/work/ZMzU5OTY4OTI=.html,龚天圆ElenaGong
movie_shots_generation_scene_definition_0001/0004.jpg,https://www.zcool.com.cn/work/ZMzU5OTY5OTI=.html,龚天圆ElenaGong
movie_shots_generation_scene_definition_0002/0001.jpg,https://www.zcool.com.cn/work/ZMzU5OTY6OTI=.html,龚天圆ElenaGong
movie_shots_generation_scene_definition_0002/0002.jpg,https://www.zcool.com.cn/work/ZMzU5OTY7OTI=.html,龚天圆ElenaGong
movie_shots_generation_scene_definition_0002/0003.jpg,https://www.zcool.com.cn/work/ZMzU5OTY8OTI=.html,龚天圆ElenaGong
movie_shots_generation_scene_definition_0002/0004.jpg,https://www.zcool.com.cn/work/ZMzU5OTY9OTI=.html,龚天圆ElenaGong
movie_shots_generation_scene_definition_0002/0005.jpg,https://www.zcool.com.cn/work/ZMzU5OTY10OTI=.html,龚天圆ElenaGong
multi-appearance_variant_generation_0001/0001.jpg,https://www.zcool.com.cn/work/ZNjAxNzI1MjQ=.html,Clark居然被用了
multi-appearance_variant_generation_0002/0001.jpg,https://www.zcool.com.cn/work/ZNDQ0MTE3MTY=.html,微胖的橘猫
multi-interior_decoration_variants_generation_0001/0001.jpg,https://www.zcool.com.cn/work/ZNjMwMTQ2NjQ=.html,whyseeimage
multi-interior_decoration_variants_generation_0002/0001.jpg,https://www.zcool.com.cn/work/ZNjgyNjA5MTY=.html,沉海
packaging_rendering_0001/0001.jpg,https://www.zcool.com.cn/work/ZNjE1ODAxODg=.html,waplusch
packaging_rendering_0002/0001.jpg,https://www.zcool.com.cn/work/ZNDc3NDMzNjA=.html,李步云
paintings_undo_painting_undo_from_finished_work_0001/0001.jpg,https://www.zcool.com.cn/work/ZMTgxMTM0MTY=.html,豆子不是豆浆
paintings_undo_painting_undo_from_finished_work_0002/0001.jpg,https://www.zcool.com.cn/work/ZMzgyMzI5Ng==.html,無缺1413
paintings_undo_painting_undo_from_semi-finished_work_0001/0001.jpg,https://www.zcool.com.cn/work/ZMjMxOTgyMTI=.html,hazel君君
paintings_undo_painting_undo_from_semi-finished_work_0002/0001.jpg,https://www.zcool.com.cn/work/ZNjU2NzkwNzI=.html,FairyNuyoah
product_usage_scenario_generation_0001/0001.jpg,https://www.zcool.com.cn/work/ZMzg5MDQ1Njg=.html,_GGboom_
product_usage_scenario_generation_0002/0001.jpg,https://www.zcool.com.cn/work/ZNTcwNDEyNjg=.html,_会说话的鱼
same_pose_generation_0001/0001.jpg,https://www.zcool.com.cn/work/ZNDk3Mzk0ODQ=.html,RSSHOP
same_pose_generation_0001/0002.jpg,https://www.zcool.com.cn/work/ZNDk3Mzk0ODQ=.html,RSSHOP
same_pose_generation_0001/0003.jpg,https://www.zcool.com.cn/work/ZNDk3Mzk0ODQ=.html,RSSHOP
same_pose_generation_0001/0004.jpg,https://www.zcool.com.cn/work/ZNDk3Mzk0ODQ=.html,RSSHOP
same_pose_generation_0002/0001.jpg,https://www.zcool.com.cn/work/ZMzI2NTU2ODQ=.html,泛泛Moy
same_pose_generation_0002/0002.jpg,https://www.zcool.com.cn/work/ZMzI2NTU3ODQ=.html,泛泛Moy
same_pose_generation_0002/0003.jpg,https://www.zcool.com.cn/work/ZMzI2NTU4ODQ=.html,泛泛Moy
same_pose_generation_0002/0004.jpg,https://www.zcool.com.cn/work/ZMzI2NTU5ODQ=.html,泛泛Moy
same_pose_generation_0002/0005.jpg,https://www.zcool.com.cn/work/ZMzI2NTU6ODQ=.html,泛泛Moy
stop-motion_animation_generation_0001/0001.jpg,https://www.zcool.com.cn/work/ZNTcwNDcwMDA=.html,麒童工作室
stop-motion_animation_generation_0001/0002.jpg,https://www.zcool.com.cn/work/ZNTcwNDcwMDA=.html,麒童工作室
stop-motion_animation_generation_0002/0001.jpg,https://www.zcool.com.cn/work/ZMTk5OTE1NjA=.html,肖楚杰Jasper
stop-motion_animation_generation_0002/0002.jpg,https://www.zcool.com.cn/work/ZMTk5OTE1NjA=.html,肖楚杰Jasper
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
image_straighten_clipping_straighten_0001/0001.jpg,https://www.vfpresets.com/how-to-straighten-your-photos-in-lightroom/, - 
image_straighten_clipping_straighten_0002/0001.jpg,https://www.adobe.com/cn/learn/photoshop/web/content-aware-crop-fill, - 
image_straighten_completing_straighten_0001/0001.jpg,https://www.vfpresets.com/how-to-straighten-your-photos-in-lightroom/, - 
image_straighten_completing_straighten_0002/0001.jpg,https://www.adobe.com/cn/learn/photoshop/web/content-aware-crop-fill, - 
image_transfer_digital_makeup_0001/0001.jpg,https://www.sohu.com/a/692796991_121119508, - 
image_transfer_digital_makeup_0001/0002.jpg,http://m.dianping.com/ugcdetail/233597977?sceneType=0&bizType=29&msource=baiduappugc, - 
image_transfer_digital_makeup_0002/0001.jpg,https://i.ifeng.com/c/89BOGrsGioN, - 
image_transfer_digital_makeup_0002/0002.jpg,https://www.bilibili.com/video/BV17q4y1j7Hb/, - 
image_transfer_id_transfer_0001/0001.jpg,https://www.mba.co.za/article.aspx?s=209&a=9124, - 
image_transfer_id_transfer_0001/0002.jpg,https://phoneky.com/wallpapers/?id=w36w1483458, - 
image_transfer_id_transfer_0001/0003.jpg,https://www.sohu.com/a/271417101_445016, - 
image_transfer_id_transfer_0002/0001.jpg,https://www.pexels.com/zh-cn/search/ryan%2Bnicholas%2Bquinn%2Bparents/, - 
image_transfer_id_transfer_0002/0002.jpg,https://www.jd.com/pccontent/227845, - 
image_transfer_light_transfer_0001/0001.jpg,https://www.instagram.com/andazmiamibeach/?locale=zh_CN&hl=am-et, - 
image_transfer_light_transfer_0001/0002.jpg,https://pixabay.com/zh/photos/sunset-boats-sun-reflection-turkey-4956777/, - 
image_transfer_light_transfer_0002/0001.jpg,https://soundcloud.com/loltwinsofficial/beautiful-bodies, - 
image_transfer_light_transfer_0002/0002.jpg,https://www.pexels.com/photo/processed-with-vsco-with-e6-preset-18766107/, - 
image_transfer_posture_transfer_0001/0001.jpg,https://www.scalapp.fr/, - 
image_transfer_posture_transfer_0001/0002.jpg,https://www.instagram.com/kandraluste/p/CSqP74DqZ5Y/, - 
image_transfer_posture_transfer_0002/0001.jpg,https://www.pexels.com/zh-tw/search/济南历城区外围女价%28选妹微信7670023%29学生妹约炮交友v57j/, - 
image_transfer_posture_transfer_0002/0002.jpg,https://drsayalitulpule.com/womens-health/, - 
image_transfer_style_transfer_0001/0001.jpg,https://www.myxxgirl.com/搞笑水墨系列我的小老虎们-纯艺术-绘画-亮年-原创作品-站酷-zcool/sQuiRtcHM6Ly9pbWcuemNvb2wuY24vY29tbXVuaXR5LzAxZWUwYTViZDdmMilFZlYTgwMilFIxM2RlYTUyYWNlNS5qcGdAMm8uanBnfulL-hDsexlistfulL-hDsQuiRtcHM6Ly90c2UxLm1tLmJpbmcubmV0L3RoP2lkPU9JUC5UNXF5dkFLeWZ2ZGs0Ml91VllfUHB3SGFNWiZwaWQ9MilFUuMQ.gif.html, - 
image_transfer_style_transfer_0001/0002.jpg,http://www.hyyhealth.com/food/detail/471a928ca6ea4b7492c4c2e7e2d930b6, - 
image_transfer_style_transfer_0002/0001.jpg,https://www.sj33.cn/cg/chys/rwch/201202/30144.html, - 
image_transfer_style_transfer_0002/0002.jpg,https://bizhi.cheetahfun.com/7/305880.shtml, - 
layer_decomposition_0001/0001.jpg, - , - 
layer_decomposition_0002/0001.jpg,https://www.audi.cn/zh/audi_brand/news_experience/news20230519.html, - 
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
multi-view_transformation_0001/0001.jpg,https://www.bitauto.com/zh-sa/news/100396232633.html, - 
multi-view_transformation_0002/0001.jpg,https://12knots.com/en/yacht-charter/excess-11/moana-i-mmk4286562480000104949/, - 
object_editing_background_changing_0001/0001.jpg,https://www.pexels.com/zh-cn/search/克里希纳库马尔/, - 
object_editing_background_changing_0002/0001.jpg,https://motivation-man.sk/category/osobnostny-rozvoj/zmena/, - 
object_editing_object_adding_0001/0001.jpg,https://www.instagram.com/springsunrisefoods/p/CyRhuakLQLZ/, - 
object_editing_object_adding_0002/0001.jpg,https://www.pexels.com/zh-cn/photo/161064/, - 
object_editing_object_removal_0001/0001.jpg,https://www.pexels.com/search/things%20to%20do%20in%20japan/, - 
object_editing_object_removal_0002/0001.jpg,https://www.pexels.com/zh-cn/photo/1174732/, - 
object_editing_object_replacing_0001/0001.jpg,https://www.pexels.com/zh-cn/photo/347926/, - 
object_editing_object_replacing_0002/0001.jpg,https://www.pexels.com/zh-cn/photo/15480510/, - 
packaging_rendering_0001/0001.jpg,https://www.zcool.com.cn/work/ZNjE1ODAxODg=.html,waplusch
packaging_rendering_0002/0001.jpg,https://www.zcool.com.cn/work/ZNDc3NDMzNjA=.html,李步云
paintings_undo_painting_undo_from_finished_work_0001/0001.jpg,https://www.zcool.com.cn/work/ZMTgxMTM0MTY=.html,豆子不是豆浆
paintings_undo_painting_undo_from_finished_work_0002/0001.jpg,https://www.zcool.com.cn/work/ZMzgyMzI5Ng==.html,無缺1413
paintings_undo_painting_undo_from_semi-finished_work_0001/0001.jpg,https://www.zcool.com.cn/work/ZMjMxOTgyMTI=.html,hazel君君
paintings_undo_painting_undo_from_semi-finished_work_0002/0001.jpg,https://www.zcool.com.cn/work/ZNjU2NzkwNzI=.html,FairyNuyoah
panorama_generation_0001/0001.jpg,https://k.sina.com.cn/article_1789040941_6aa2992d00100dbu0.html?cre=tianyi&mod=pcpager_fintoutiao&loc=28&r=9&doct=0&rfunc=76&tj=none&tr=9, - 
panorama_generation_0001/0002.jpg,https://k.sina.com.cn/article_1789040941_6aa2992d00100dbu0.html?cre=tianyi&mod=pcpager_fintoutiao&loc=28&r=9&doct=0&rfunc=76&tj=none&tr=9, - 
panorama_generation_0001/0003.jpg,https://k.sina.com.cn/article_1789040941_6aa2992d00100dbu0.html?cre=tianyi&mod=pcpager_fintoutiao&loc=28&r=9&doct=0&rfunc=76&tj=none&tr=9, - 
panorama_generation_0002/0001.jpg, - , - 
panorama_generation_0002/0002.jpg, - , - 
panorama_generation_0002/0003.jpg, - , - 
panorama_generation_0002/0004.jpg, - , - 
plant_growth_process_generation_with_reference_0001/0001.jpg,https://jssdfz.jiangsu.gov.cn/n96/20241008/i36020.html, - 
plant_growth_process_generation_with_reference_0002/0001.jpg,https://image.weixin.qq.com/result?statref=searchlist_hintword_down&channel=homeHotSearch&scene=pic_result&keyword=阳光积极奔跑微信头像, - 
product_usage_scenario_generation_0001/0001.jpg,https://www.zcool.com.cn/work/ZMzg5MDQ1Njg=.html,_GGboom_
product_usage_scenario_generation_0002/0001.jpg,https://www.zcool.com.cn/work/ZNTcwNDEyNjg=.html,_会说话的鱼
real_and_anime_interaction_anime_character_in_real_world_0001/0001.jpg,https://www.instagram.com/topskatedog/?locale=zh-hans&hl=af, - 
real_and_anime_interaction_anime_character_in_real_world_0001/0002.jpg,https://in.pinterest.com/pin/amigas--3307399717976010/, - 
real_and_anime_interaction_anime_character_in_real_world_0002/0001.jpg,https://www.facebook.com/kasslumanari/?locale=zh_CN, - 
real_and_anime_interaction_anime_character_in_real_world_0002/0002.jpg,https://www.pinterest.com/pin/in-2024--10696117858811042/, - 
real_and_anime_interaction_anime_character_in_real_world_0003/0001.jpg, - , - 
real_and_anime_interaction_anime_character_in_real_world_0003/0002.jpg,https://www.freepik.com/premium-ai-image/cartoon-dog-with-sunglasses-that-says-corgi-it_45754986.htm, - 
real_and_anime_interaction_mixed_portrait_0001/0001.jpg,https://ru.pinterest.com/pin/975733075517201546/, - 
real_and_anime_interaction_mixed_portrait_0001/0002.jpg, - , - 
real_and_anime_interaction_mixed_portrait_0002/0001.jpg,https://www.pinterest.com/wangren1023/人像创意/, - 
real_and_anime_interaction_mixed_portrait_0002/0002.jpg,https://wear.jp/item/22229955/, - 
real_and_anime_interaction_mixed_portrait_0003/0001.jpg,https://www.pinterest.com/wwwxp88/我的收藏/, - 
real_and_anime_interaction_mixed_portrait_0003/0002.jpg,https://es.pinterest.com/pin/womens-silo-popover2024--341077371797787726/, - 
real_and_anime_interaction_real_person_in_anime_background_0001/0001.jpg,https://apkpure.com/cn/tokyo-wallpapers-city-anime/zuc.stu.w65toky/download/1.0.2, - 
real_and_anime_interaction_real_person_in_anime_background_0001/0002.jpg,https://au.pinterest.com/w1128233/, - 
real_and_anime_interaction_real_person_in_anime_background_0002/0001.jpg,https://www.pinterest.com/zxp9712/場景/, - 
real_and_anime_interaction_real_person_in_anime_background_0002/0002.jpg,https://es.pinterest.com/pin/203999058110466940/, - 
real_and_anime_interaction_real_person_in_anime_background_0003/0001.jpg,https://www.threads.net/@imnishu03/post/DANNyOxSsYi?hl=zh-tw, - 
real_and_anime_interaction_real_person_in_anime_background_0003/0002.jpg,https://www.pinterest.com/pin/cute-lil-boy--96897829476198037/, - 
same_pose_generation_0001/0001.jpg,https://www.zcool.com.cn/work/ZNDk3Mzk0ODQ=.html,RSSHOP
same_pose_generation_0001/0002.jpg,https://www.zcool.com.cn/work/ZNDk3Mzk0ODQ=.html,RSSHOP
same_pose_generation_0001/0003.jpg,https://www.zcool.com.cn/work/ZNDk3Mzk0ODQ=.html,RSSHOP
same_pose_generation_0001/0004.jpg,https://www.zcool.com.cn/work/ZNDk3Mzk0ODQ=.html,RSSHOP
same_pose_generation_0002/0001.jpg,https://www.zcool.com.cn/work/ZMzI2NTU2ODQ=.html,泛泛Moy
same_pose_generation_0002/0002.jpg,https://www.zcool.com.cn/work/ZMzI2NTU3ODQ=.html,泛泛Moy
same_pose_generation_0002/0003.jpg,https://www.zcool.com.cn/work/ZMzI2NTU4ODQ=.html,泛泛Moy
same_pose_generation_0002/0004.jpg,https://www.zcool.com.cn/work/ZMzI2NTU5ODQ=.html,泛泛Moy
same_pose_generation_0002/0005.jpg,https://www.zcool.com.cn/work/ZMzI2NTU6ODQ=.html,泛泛Moy
special_effect_adding_0001/0001.jpg,https://fixthephoto.com/benheine, - 
special_effect_adding_0001/0002.jpg,https://fixthephoto.com/benheine, - 
special_effect_adding_0001/0003.jpg,https://fixthephoto.com/benheine, - 
special_effect_adding_0002/0001.jpg,https://fixthephoto.com/benheine, - 
special_effect_adding_0002/0002.jpg,https://fixthephoto.com/benheine, - 
special_effect_adding_0002/0003.jpg,https://fixthephoto.com/benheine, - 
special_effect_adding_0003/0001.jpg,https://fixthephoto.com/benheine, - 
special_effect_adding_0003/0002.jpg,https://fixthephoto.com/benheine, - 
special_effect_adding_0003/0003.jpg,https://fixthephoto.com/benheine, - 
stop-motion_animation_generation_0001/0001.jpg,https://www.zcool.com.cn/work/ZNTcwNDcwMDA=.html,麒童工作室
stop-motion_animation_generation_0001/0002.jpg,https://www.zcool.com.cn/work/ZNTcwNDcwMDA=.html,麒童工作室
stop-motion_animation_generation_0002/0001.jpg,https://www.zcool.com.cn/work/ZMTk5OTE1NjA=.html,肖楚杰Jasper
stop-motion_animation_generation_0002/0002.jpg,https://www.zcool.com.cn/work/ZMTk5OTE1NjA=.html,肖楚杰Jasper
style_editing_art_style_editing_0001/0001.jpg, - , - 
style_editing_art_style_editing_0002/0001.jpg, - , - 
style_editing_era_editing_0001/0001.jpg,https://www.epochtimes.com/gb/13/11/26/n4019946.htm, - 
style_editing_era_editing_0002/0001.jpg,https://m.apearth.com/article/detail/8647, - 
style_editing_material_editing_0001/0001.jpg,https://www.uugirlstudio.com/products/2024-289, - 
style_editing_material_editing_0002/0001.jpg, - , - 
style_editing_time_editing_0001/0001.jpg,https://blog.csdn.net/java__yyds/article/details/118903925, - 
style_editing_time_editing_0002/0001.jpg,https://twitter.com/nycgov/status/983898934644039681, - 
text_editing_text_insertion_0001/0001.jpg,https://ar.pinterest.com/pin/605734218635513228/, - 
text_editing_text_insertion_0002/0001.jpg,https://www.pexels.com/zh-cn/photo/16958839/, - 
text_editing_text_modification_0001/0001.jpg,https://www.pexels.com/photo/sign-on-a-pole-on-a-street-19353263/, - 
text_editing_text_modification_0002/0001.jpg,https://www.pexels.com/search/5ta%20avenida/, - 
text_editing_text_removal_0001/0001.jpg,https://www.pexels.com/photo/sign-on-a-pole-on-a-street-19353263/, - 
text_editing_text_removal_0002/0001.jpg,https://www.pexels.com/search/5ta%20avenida/, - 
text_editing_text_style_editing_0001/0001.jpg,https://www.pinterest.com/charnydesign/nike/, - 
text_editing_text_style_editing_0001/0002.jpg,https://www.pinterest.com/0effbff4f9c26b488d73663c0bad1c/插图与海报/, - 
text_editing_text_style_editing_0002/0001.jpg,https://www.pinterest.com/pin/753930793859195779/, - 
text_editing_text_style_editing_0002/0002.jpg,https://uk.pinterest.com/pin/1112037332990544905/, - 
three-view_generation_0001/0001.jpg, - , - 
three-view_generation_0002/0001.jpg, - , - 
